Date,Threat Name,Temperature (°C),Precipitation (mm),Threat Type,Wildlife Affected,Severity
18 March,Overgrazing,22,651,Human Made,Low,7
18 March,Fire,6,632,Natural,Medium,3
18 March,Deforestation,13,400,Human Made,Medium,2
18 March,Landslide,46,368,Natural,Low,10
18 March,Storm,27,96,Natural,Low,4
18 March,Deforestation,26,598,Human Made,High,7
18 March,Lightning,19,31,Natural,High,9
18 March,Storm,47,663,Natural,High,4
18 March,Deforestation,40,328,Human Made,Low,10
18 March,Flood,19,59,Natural,Medium,3
18 March,Storm,2,553,Natural,Low,7
18 March,Fire,23,191,Natural,High,1
18 March,Disease,3,96,Natural,Medium,6
18 March,Lightning,26,371,Natural,Low,4
18 March,Fire,3,417,Natural,High,4
18 March,Landslide,21,693,Natural,Low,10
18 March,Overgrazing,35,532,Human Made,Medium,1
18 March,Poaching,45,524,Human Made,High,5
18 March,Deforestation,48,130,Human Made,Medium,8
18 March,Storm,7,437,Natural,Medium,9
18 March,Pollution,44,345,Human Made,Medium,2
18 March,Disease,13,12,Natural,Medium,7
18 March,Flood,25,362,Natural,Medium,6
18 March,Drought,42,370,Natural,Low,5
18 March,Earthquake,8,135,Natural,Low,8
18 March,Pollution,2,16,Human Made,High,6
18 March,Pollution,16,621,Human Made,High,8
18 March,Landslide,6,436,Natural,Medium,5
18 March,Poaching,19,536,Human Made,High,10
18 March,Disease,3,62,Natural,Medium,2
18 March,Lightning,44,66,Natural,Low,1
18 March,Poaching,42,309,Human Made,High,1
18 March,Poaching,36,392,Human Made,Low,7
18 March,Overgrazing,29,368,Human Made,High,2
18 March,Landslide,46,136,Natural,High,2
18 March,Overgrazing,36,578,Human Made,High,5
18 March,Poaching,22,50,Human Made,Low,4
18 March,Drought,5,685,Natural,High,4
18 March,Lightning,8,428,Natural,High,10
18 March,Deforestation,21,32,Human Made,Medium,7
18 March,Fire,5,480,Natural,Medium,10
18 March,Drought,36,268,Natural,Medium,5
18 March,Disease,40,378,Natural,High,2
18 March,Disease,28,242,Natural,High,1
18 March,Flood,34,228,Natural,Medium,4
18 March,Earthquake,48,330,Natural,Low,1
18 March,Flood,4,199,Natural,High,3
18 March,Flood,18,558,Natural,High,3
18 March,Pollution,5,20,Human Made,High,4
18 March,Landslide,49,207,Natural,Low,7
18 March,Storm,21,527,Natural,Medium,5
18 March,Landslide,43,209,Natural,Medium,7
18 March,Lightning,35,677,Natural,Medium,3
18 March,Landslide,35,309,Natural,Medium,4
18 March,Storm,1,666,Natural,Low,2
18 March,Landslide,7,449,Natural,Low,1
18 March,Disease,33,100,Natural,High,1
18 March,Disease,15,698,Natural,Low,1
18 March,Deforestation,30,120,Human Made,Medium,3
18 March,Storm,13,603,Natural,Low,4
18 March,Poaching,46,436,Human Made,Low,3
18 March,Earthquake,26,445,Natural,High,8
18 March,Storm,46,574,Natural,Low,5
18 March,Pollution,4,447,Human Made,High,6
18 March,Pollution,13,699,Human Made,High,9
18 March,Storm,46,493,Natural,Medium,6
18 March,Poaching,34,353,Human Made,Low,7
18 March,Pollution,21,572,Human Made,Medium,6
19 March,Storm,24,481,Natural,Low,3
19 March,Drought,1,303,Natural,Low,1
19 March,Disease,18,486,Natural,Low,10
19 March,Pollution,25,444,Human Made,High,10
19 March,Fire,41,10,Natural,High,3
19 March,Deforestation,42,427,Human Made,Medium,1
19 March,Deforestation,30,432,Human Made,High,4
19 March,Deforestation,17,69,Human Made,Medium,1
19 March,Fire,37,647,Natural,Low,10
19 March,Landslide,21,65,Natural,High,5
19 March,Storm,19,93,Natural,Low,6
19 March,Earthquake,41,676,Natural,High,1
19 March,Fire,35,418,Natural,High,3
19 March,Disease,13,484,Natural,Low,5
19 March,Landslide,13,166,Natural,Medium,6
19 March,Flood,9,516,Natural,High,5
19 March,Disease,42,280,Natural,High,6
19 March,Storm,38,310,Natural,Medium,5
19 March,Fire,20,309,Natural,High,8
19 March,Disease,47,384,Natural,Low,9
19 March,Fire,25,92,Natural,Medium,9
19 March,Earthquake,39,204,Natural,Low,9
19 March,Earthquake,48,17,Natural,Medium,1
19 March,Lightning,36,1,Natural,Low,2
19 March,Overgrazing,5,108,Human Made,Medium,3
19 March,Overgrazing,23,505,Human Made,High,1
19 March,Landslide,49,449,Natural,High,9
19 March,Deforestation,13,305,Human Made,High,3
19 March,Drought,4,375,Natural,High,8
19 March,Pollution,17,445,Human Made,Low,5
19 March,Overgrazing,14,381,Human Made,Low,10
19 March,Poaching,5,127,Human Made,Medium,3
19 March,Deforestation,33,677,Human Made,Low,6
19 March,Drought,47,548,Natural,High,5
19 March,Pollution,22,237,Human Made,Low,1
19 March,Disease,5,261,Natural,Medium,6
19 March,Deforestation,4,324,Human Made,Medium,6
19 March,Landslide,39,668,Natural,High,4
19 March,Deforestation,3,274,Human Made,Low,2
19 March,Disease,5,242,Natural,Medium,5
19 March,Pollution,37,210,Human Made,High,1
19 March,Drought,22,467,Natural,Medium,9
19 March,Overgrazing,39,232,Human Made,High,2
19 March,Disease,44,695,Natural,Medium,1
19 March,Lightning,32,300,Natural,Medium,9
19 March,Landslide,47,529,Natural,Low,6
19 March,Flood,43,387,Natural,Medium,1
19 March,Storm,29,529,Natural,Low,9
19 March,Landslide,36,575,Natural,Medium,7
19 March,Disease,32,380,Natural,Low,8
19 March,Flood,2,651,Natural,Low,4
19 March,Lightning,36,123,Natural,Medium,4
19 March,Fire,38,459,Natural,High,10
19 March,Poaching,1,670,Human Made,Low,9
19 March,Overgrazing,13,84,Human Made,Medium,5
19 March,Flood,30,419,Natural,Medium,10
19 March,Storm,49,631,Natural,Medium,3
19 March,Poaching,19,465,Human Made,High,7
19 March,Earthquake,12,149,Natural,High,3
19 March,Lightning,23,108,Natural,High,7
19 March,Overgrazing,25,500,Human Made,High,8
19 March,Poaching,12,454,Human Made,Low,2
19 March,Poaching,21,277,Human Made,Low,8
19 March,Flood,17,48,Natural,High,8
19 March,Pollution,33,202,Human Made,Low,7
19 March,Poaching,42,370,Human Made,High,3
19 March,Fire,24,39,Natural,High,6
19 March,Earthquake,46,10,Natural,Medium,4
19 March,Flood,20,414,Natural,Low,4
19 March,Flood,15,369,Natural,High,5
19 March,Deforestation,18,120,Human Made,High,2
19 March,Overgrazing,49,223,Human Made,Medium,4
19 March,Overgrazing,42,306,Human Made,Low,5
19 March,Poaching,31,4,Human Made,High,1
19 March,Storm,26,525,Natural,High,5
19 March,Disease,36,591,Natural,Low,8
19 March,Flood,35,154,Natural,Low,1
19 March,Disease,19,656,Natural,Medium,2
19 March,Earthquake,6,536,Natural,High,7
19 March,Flood,25,481,Natural,Low,9
19 March,Deforestation,26,635,Human Made,Medium,1
19 March,Drought,48,174,Natural,High,9
20 March,Landslide,25,206,Natural,Low,4
20 March,Poaching,12,471,Human Made,Medium,6
20 March,Overgrazing,44,429,Human Made,High,9
20 March,Flood,43,612,Natural,High,8
20 March,Disease,32,155,Natural,Medium,10
20 March,Poaching,13,503,Human Made,High,8
20 March,Pollution,47,580,Human Made,Low,5
20 March,Flood,23,417,Natural,High,4
20 March,Poaching,9,252,Human Made,High,5
20 March,Drought,1,196,Natural,Low,10
20 March,Poaching,14,387,Human Made,Medium,5
20 March,Earthquake,4,141,Natural,Low,6
20 March,Fire,6,213,Natural,Medium,4
20 March,Earthquake,18,670,Natural,Low,8
20 March,Deforestation,10,331,Human Made,Low,1
20 March,Poaching,6,205,Human Made,Low,4
20 March,Drought,24,399,Natural,Low,1
20 March,Poaching,42,663,Human Made,Low,2
20 March,Landslide,28,172,Natural,Low,3
20 March,Deforestation,44,652,Human Made,Medium,9
20 March,Disease,32,296,Natural,Medium,1
20 March,Lightning,10,649,Natural,Medium,7
20 March,Landslide,33,437,Natural,Low,8
20 March,Poaching,30,143,Human Made,Low,5
20 March,Landslide,17,566,Natural,Low,9
20 March,Landslide,27,38,Natural,Low,4
20 March,Storm,46,438,Natural,Medium,5
20 March,Deforestation,29,650,Human Made,High,4
20 March,Disease,20,190,Natural,Medium,10
20 March,Drought,5,13,Natural,High,9
20 March,Poaching,2,62,Human Made,High,2
20 March,Earthquake,8,698,Natural,Medium,5
20 March,Overgrazing,3,359,Human Made,Medium,1
20 March,Disease,16,596,Natural,Medium,1
20 March,Fire,17,258,Natural,High,6
20 March,Poaching,28,424,Human Made,Low,3
20 March,Pollution,11,287,Human Made,High,6
20 March,Poaching,46,295,Human Made,High,9
20 March,Fire,47,354,Natural,Medium,3
20 March,Storm,6,30,Natural,Medium,4
20 March,Deforestation,29,42,Human Made,Low,4
20 March,Flood,30,51,Natural,Low,4
20 March,Deforestation,34,605,Human Made,Low,4
20 March,Disease,31,268,Natural,Low,2
20 March,Lightning,38,525,Natural,Low,9
20 March,Pollution,27,203,Human Made,Medium,5
20 March,Lightning,38,660,Natural,Low,8
20 March,Disease,19,696,Natural,Medium,3
20 March,Deforestation,46,541,Human Made,Medium,1
20 March,Flood,48,343,Natural,High,9
20 March,Flood,36,658,Natural,Low,6
20 March,Lightning,19,140,Natural,Low,10
20 March,Landslide,42,121,Natural,High,8
20 March,Fire,22,492,Natural,Low,9
20 March,Poaching,27,537,Human Made,High,5
20 March,Lightning,18,455,Natural,Low,1
20 March,Disease,20,243,Natural,Low,4
20 March,Overgrazing,31,397,Human Made,High,5
20 March,Drought,36,573,Natural,Medium,6
20 March,Overgrazing,1,630,Human Made,Low,8
20 March,Lightning,34,47,Natural,High,8
20 March,Flood,32,259,Natural,High,2
20 March,Lightning,44,132,Natural,High,5
20 March,Storm,27,168,Natural,Low,10
20 March,Disease,32,43,Natural,High,6
20 March,Landslide,11,105,Natural,High,3
20 March,Pollution,42,317,Human Made,Medium,5
20 March,Earthquake,24,60,Natural,High,8
20 March,Deforestation,20,53,Human Made,High,4
20 March,Disease,44,21,Natural,Medium,6
20 March,Fire,8,570,Natural,Medium,4
20 March,Drought,27,285,Natural,Low,6
20 March,Overgrazing,21,180,Human Made,Low,9
20 March,Disease,7,550,Natural,High,7
20 March,Lightning,21,413,Natural,Medium,9
20 March,Lightning,19,81,Natural,Low,5
20 March,Pollution,7,336,Human Made,Medium,8
20 March,Storm,7,82,Natural,High,3
20 March,Fire,46,416,Natural,High,3
20 March,Disease,10,438,Natural,Medium,10
20 March,Flood,18,279,Natural,High,6
20 March,Flood,25,30,Natural,Medium,2
21 March,Flood,18,543,Natural,Low,7
21 March,Overgrazing,18,478,Human Made,Low,5
21 March,Poaching,10,60,Human Made,Low,6
21 March,Pollution,6,154,Human Made,Low,2
21 March,Poaching,48,492,Human Made,High,5
21 March,Disease,26,73,Natural,High,7
21 March,Drought,28,137,Natural,Medium,5
21 March,Overgrazing,34,161,Human Made,Low,4
21 March,Drought,21,229,Natural,Low,5
21 March,Drought,49,217,Natural,Medium,10
21 March,Earthquake,15,481,Natural,High,3
21 March,Lightning,1,81,Natural,Low,10
21 March,Deforestation,2,154,Human Made,High,10
21 March,Earthquake,21,47,Natural,Low,6
21 March,Deforestation,45,613,Human Made,Low,5
21 March,Fire,50,245,Natural,High,8
21 March,Fire,7,653,Natural,Medium,5
21 March,Deforestation,27,54,Human Made,High,1
21 March,Lightning,50,666,Natural,High,3
21 March,Storm,38,313,Natural,Low,7
21 March,Lightning,46,42,Natural,Medium,3
21 March,Overgrazing,5,279,Human Made,Low,2
21 March,Fire,8,440,Natural,Low,9
21 March,Storm,31,27,Natural,Medium,9
21 March,Poaching,11,635,Human Made,Low,7
21 March,Flood,39,48,Natural,Low,7
21 March,Poaching,33,664,Human Made,High,5
21 March,Disease,41,236,Natural,Low,1
21 March,Lightning,13,53,Natural,High,9
21 March,Storm,7,358,Natural,Low,3
21 March,Pollution,30,53,Human Made,High,2
21 March,Deforestation,12,494,Human Made,Low,1
21 March,Storm,26,289,Natural,High,10
21 March,Lightning,16,262,Natural,Medium,3
21 March,Storm,46,108,Natural,High,4
21 March,Flood,38,647,Natural,Medium,10
21 March,Poaching,16,515,Human Made,High,7
21 March,Landslide,20,73,Natural,Medium,1
21 March,Flood,22,576,Natural,Low,5
21 March,Flood,3,323,Natural,Medium,8
21 March,Earthquake,17,182,Natural,Medium,5
21 March,Overgrazing,5,503,Human Made,Medium,1
21 March,Flood,13,335,Natural,Low,8
21 March,Landslide,42,609,Natural,Medium,10
21 March,Flood,37,460,Natural,High,8
21 March,Overgrazing,22,689,Human Made,High,7
21 March,Poaching,13,290,Human Made,Low,4
21 March,Landslide,25,260,Natural,Medium,7
21 March,Disease,15,577,Natural,Medium,8
21 March,Landslide,17,181,Natural,High,4
21 March,Landslide,46,628,Natural,Medium,2
21 March,Deforestation,25,413,Human Made,High,4
21 March,Storm,48,547,Natural,Medium,2
21 March,Earthquake,36,450,Natural,Medium,8
21 March,Storm,10,659,Natural,High,10
21 March,Overgrazing,36,347,Human Made,Low,1
21 March,Flood,18,101,Natural,High,3
21 March,Overgrazing,37,331,Human Made,Medium,10
21 March,Flood,2,229,Natural,High,6
21 March,Poaching,2,194,Human Made,High,8
21 March,Deforestation,15,558,Human Made,Low,8
21 March,Fire,26,159,Natural,Medium,2
21 March,Landslide,17,161,Natural,High,5
21 March,Lightning,11,465,Natural,Medium,10
21 March,Lightning,38,684,Natural,High,1
21 March,Earthquake,41,397,Natural,Medium,7
21 March,Storm,21,188,Natural,Low,1
21 March,Earthquake,12,278,Natural,Medium,1
21 March,Pollution,34,171,Human Made,High,4
21 March,Landslide,42,182,Natural,Medium,6
21 March,Lightning,9,336,Natural,Low,8
21 March,Disease,4,374,Natural,High,3
21 March,Lightning,19,68,Natural,High,5
21 March,Poaching,22,358,Human Made,High,3
21 March,Storm,2,420,Natural,Medium,2
21 March,Drought,31,334,Natural,Medium,2
21 March,Overgrazing,37,243,Human Made,Medium,5
21 March,Disease,38,352,Natural,Low,10
21 March,Drought,46,584,Natural,Medium,7
21 March,Lightning,18,576,Natural,Low,2
21 March,Disease,6,324,Natural,Low,2
21 March,Lightning,9,351,Natural,High,4
22 March,Pollution,31,584,Human Made,Medium,6
22 March,Pollution,7,640,Human Made,Medium,8
22 March,Drought,21,32,Natural,Medium,6
22 March,Landslide,45,670,Natural,High,10
22 March,Landslide,37,644,Natural,High,3
22 March,Drought,30,492,Natural,High,7
22 March,Drought,1,164,Natural,Medium,7
22 March,Earthquake,37,151,Natural,Medium,2
22 March,Deforestation,27,593,Human Made,Medium,6
22 March,Pollution,36,647,Human Made,Low,6
22 March,Poaching,50,362,Human Made,Low,7
22 March,Overgrazing,24,272,Human Made,Medium,7
22 March,Overgrazing,22,471,Human Made,Low,9
22 March,Overgrazing,5,265,Human Made,High,6
22 March,Deforestation,50,591,Human Made,Medium,5
22 March,Deforestation,6,215,Human Made,Low,9
22 March,Drought,38,414,Natural,Medium,8
22 March,Deforestation,40,72,Human Made,Low,4
22 March,Landslide,36,362,Natural,Low,8
22 March,Drought,37,304,Natural,Medium,6
22 March,Deforestation,10,123,Human Made,Low,9
22 March,Landslide,27,630,Natural,Low,1
22 March,Fire,6,525,Natural,Medium,4
22 March,Drought,43,334,Natural,High,6
22 March,Poaching,38,316,Human Made,Low,7
22 March,Lightning,10,561,Natural,Medium,10
22 March,Poaching,41,390,Human Made,Low,10
22 March,Lightning,44,651,Natural,High,7
22 March,Flood,33,470,Natural,Medium,4
22 March,Flood,43,555,Natural,High,3
22 March,Storm,29,254,Natural,Low,10
22 March,Poaching,4,3,Human Made,Low,2
22 March,Disease,22,461,Natural,Low,7
22 March,Storm,46,360,Natural,Low,7
22 March,Overgrazing,21,300,Human Made,Medium,2
22 March,Poaching,9,331,Human Made,Medium,8
22 March,Flood,22,307,Natural,High,6
22 March,Pollution,46,623,Human Made,Low,2
22 March,Disease,6,22,Natural,High,7
22 March,Drought,31,114,Natural,Medium,7
22 March,Overgrazing,26,270,Human Made,High,6
22 March,Fire,50,645,Natural,Low,3
22 March,Overgrazing,31,342,Human Made,Medium,8
22 March,Drought,1,49,Natural,Low,9
22 March,Pollution,4,440,Human Made,Low,7
22 March,Disease,31,55,Natural,High,3
22 March,Landslide,31,101,Natural,High,4
22 March,Fire,6,218,Natural,High,1
22 March,Disease,26,132,Natural,High,5
22 March,Landslide,6,529,Natural,High,4
22 March,Fire,9,289,Natural,High,10
22 March,Pollution,23,646,Human Made,Medium,10
22 March,Fire,7,477,Natural,High,8
22 March,Overgrazing,14,275,Human Made,Low,2
22 March,Earthquake,49,349,Natural,High,2
22 March,Pollution,16,246,Human Made,High,2
22 March,Drought,29,643,Natural,Medium,3
22 March,Pollution,43,403,Human Made,High,5
22 March,Drought,44,299,Natural,Medium,7
22 March,Flood,47,618,Natural,Medium,6
22 March,Pollution,40,119,Human Made,Low,9
22 March,Storm,13,528,Natural,Medium,7
22 March,Deforestation,31,51,Human Made,Low,3
22 March,Deforestation,4,595,Human Made,High,9
22 March,Drought,46,113,Natural,Medium,3
22 March,Disease,1,288,Natural,Medium,8
22 March,Landslide,19,391,Natural,Medium,4
22 March,Lightning,44,325,Natural,Medium,7
22 March,Earthquake,39,370,Natural,Medium,10
22 March,Drought,22,624,Natural,Medium,5
22 March,Deforestation,50,257,Human Made,Low,6
22 March,Lightning,16,4,Natural,High,5
22 March,Disease,11,194,Natural,Medium,7
22 March,Overgrazing,5,384,Human Made,Medium,5
22 March,Fire,14,688,Natural,High,9
22 March,Pollution,8,696,Human Made,Low,1
22 March,Disease,16,158,Natural,Medium,3
22 March,Landslide,28,648,Natural,Medium,2
22 March,Fire,21,447,Natural,Low,5
22 March,Overgrazing,16,404,Human Made,Low,8
22 March,Earthquake,16,241,Natural,High,10
22 March,Overgrazing,22,434,Human Made,Low,4
23 March,Earthquake,25,144,Natural,Medium,7
23 March,Storm,10,288,Natural,Low,5
23 March,Poaching,43,231,Human Made,Low,9
23 March,Earthquake,3,691,Natural,High,5
23 March,Lightning,16,633,Natural,High,6
23 March,Lightning,5,483,Natural,High,9
23 March,Disease,28,76,Natural,High,9
23 March,Landslide,18,316,Natural,Low,1
23 March,Flood,18,555,Natural,Medium,9
23 March,Landslide,3,95,Natural,Medium,5
23 March,Deforestation,5,582,Human Made,High,7
23 March,Pollution,48,87,Human Made,Low,3
23 March,Drought,45,241,Natural,Low,10
23 March,Earthquake,2,79,Natural,High,4
23 March,Storm,50,159,Natural,Medium,8
23 March,Storm,15,552,Natural,Medium,9
23 March,Drought,3,45,Natural,High,6
23 March,Drought,34,526,Natural,High,7
23 March,Earthquake,36,628,Natural,Medium,1
23 March,Poaching,34,369,Human Made,Medium,2
23 March,Drought,40,188,Natural,Low,8
23 March,Deforestation,42,55,Human Made,Medium,8
23 March,Storm,20,35,Natural,Medium,9
23 March,Earthquake,42,407,Natural,High,5
23 March,Fire,12,277,Natural,Low,10
23 March,Landslide,33,35,Natural,Medium,9
23 March,Fire,15,384,Natural,Low,7
23 March,Pollution,15,683,Human Made,Low,4
23 March,Pollution,17,46,Human Made,Medium,8
23 March,Earthquake,44,376,Natural,Low,4
23 March,Disease,34,656,Natural,Medium,8
23 March,Pollution,50,69,Human Made,Medium,9
23 March,Overgrazing,42,426,Human Made,Medium,9
23 March,Pollution,16,371,Human Made,Medium,2
23 March,Overgrazing,46,233,Human Made,High,1
23 March,Fire,12,83,Natural,Medium,7
23 March,Flood,30,85,Natural,Medium,8
23 March,Landslide,8,411,Natural,Low,8
23 March,Lightning,28,563,Natural,Low,3
23 March,Disease,33,472,Natural,High,9
23 March,Landslide,50,124,Natural,Low,4
23 March,Lightning,27,269,Natural,Medium,7
23 March,Storm,3,562,Natural,High,7
23 March,Storm,50,259,Natural,Low,6
23 March,Drought,2,489,Natural,Low,2
23 March,Landslide,44,294,Natural,High,6
23 March,Poaching,11,357,Human Made,Low,10
23 March,Landslide,19,680,Natural,High,6
23 March,Disease,33,483,Natural,High,8
23 March,Drought,6,662,Natural,Medium,4
23 March,Landslide,36,654,Natural,High,8
23 March,Storm,26,202,Natural,High,1
23 March,Overgrazing,49,426,Human Made,Medium,2
23 March,Lightning,9,263,Natural,High,2
23 March,Deforestation,45,627,Human Made,Medium,7
23 March,Overgrazing,3,161,Human Made,High,10
23 March,Landslide,35,59,Natural,High,6
23 March,Deforestation,42,689,Human Made,Low,9
23 March,Deforestation,27,376,Human Made,Medium,3
23 March,Drought,27,559,Natural,Low,7
23 March,Drought,9,110,Natural,High,8
23 March,Disease,35,150,Natural,Medium,3
23 March,Pollution,11,303,Human Made,Low,10
23 March,Flood,46,568,Natural,Medium,6
23 March,Poaching,13,65,Human Made,Medium,10
23 March,Drought,18,592,Natural,Medium,10
23 March,Storm,27,161,Natural,High,10
23 March,Earthquake,19,53,Natural,Low,5
23 March,Earthquake,38,699,Natural,High,1
23 March,Lightning,2,447,Natural,Medium,8
23 March,Poaching,24,674,Human Made,High,7
23 March,Overgrazing,40,236,Human Made,Low,7
23 March,Poaching,44,98,Human Made,Medium,9
23 March,Poaching,23,344,Human Made,Medium,3
23 March,Disease,14,400,Natural,High,6
23 March,Earthquake,13,346,Natural,High,8
23 March,Overgrazing,1,384,Human Made,Medium,1
23 March,Landslide,50,619,Natural,Low,2
23 March,Lightning,31,31,Natural,Medium,10
23 March,Poaching,35,556,Human Made,High,10
23 March,Lightning,31,503,Natural,High,5
23 March,Landslide,31,537,Natural,High,7
24 March,Earthquake,21,486,Natural,High,4
24 March,Pollution,14,171,Human Made,High,5
24 March,Overgrazing,21,175,Human Made,High,10
24 March,Overgrazing,8,343,Human Made,Low,7
24 March,Lightning,46,82,Natural,Low,9
24 March,Poaching,37,90,Human Made,Medium,7
24 March,Earthquake,17,585,Natural,Low,2
24 March,Earthquake,5,376,Natural,Medium,2
24 March,Flood,50,476,Natural,Medium,7
24 March,Flood,3,140,Natural,Medium,9
24 March,Disease,44,272,Natural,High,8
24 March,Earthquake,22,131,Natural,Medium,5
24 March,Pollution,16,543,Human Made,High,6
24 March,Earthquake,47,381,Natural,High,6
24 March,Drought,15,661,Natural,Low,5
24 March,Pollution,42,587,Human Made,Low,9
24 March,Drought,49,301,Natural,Medium,4
24 March,Lightning,6,295,Natural,High,4
24 March,Lightning,16,357,Natural,Low,7
24 March,Lightning,35,64,Natural,Low,9
24 March,Storm,12,502,Natural,Low,3
24 March,Drought,5,590,Natural,Low,10
24 March,Storm,31,116,Natural,Medium,5
24 March,Fire,11,384,Natural,Low,2
24 March,Storm,18,277,Natural,Medium,7
24 March,Flood,49,684,Natural,Low,4
24 March,Storm,6,483,Natural,Medium,3
24 March,Landslide,27,651,Natural,Low,7
24 March,Fire,21,85,Natural,Low,1
24 March,Lightning,33,162,Natural,High,6
24 March,Pollution,41,348,Human Made,Low,3
24 March,Disease,24,101,Natural,High,8
24 March,Landslide,5,243,Natural,High,9
24 March,Storm,23,135,Natural,High,9
24 March,Lightning,29,260,Natural,Low,8
24 March,Poaching,29,201,Human Made,Low,4
24 March,Fire,47,680,Natural,Low,6
24 March,Storm,15,637,Natural,Medium,7
24 March,Flood,18,253,Natural,High,5
24 March,Poaching,11,384,Human Made,High,6
24 March,Earthquake,4,347,Natural,High,8
24 March,Pollution,3,593,Human Made,Low,6
24 March,Earthquake,10,254,Natural,High,5
24 March,Poaching,10,698,Human Made,Medium,7
24 March,Fire,11,478,Natural,High,7
24 March,Flood,18,587,Natural,High,6
24 March,Flood,36,336,Natural,Low,5
24 March,Drought,25,519,Natural,High,10
24 March,Overgrazing,46,1,Human Made,High,8
24 March,Disease,1,125,Natural,High,5
24 March,Landslide,49,212,Natural,Low,2
24 March,Deforestation,31,140,Human Made,Medium,2
24 March,Overgrazing,20,332,Human Made,Medium,8
24 March,Lightning,18,330,Natural,High,7
24 March,Pollution,19,237,Human Made,Medium,6
24 March,Storm,35,497,Natural,Low,8
24 March,Poaching,35,497,Human Made,Low,10
24 March,Storm,47,119,Natural,High,5
24 March,Poaching,24,647,Human Made,Low,6
24 March,Landslide,25,194,Natural,Medium,2
24 March,Earthquake,23,564,Natural,High,6
24 March,Lightning,36,405,Natural,Low,3
24 March,Pollution,37,547,Human Made,Medium,2
24 March,Flood,38,250,Natural,Medium,9
24 March,Fire,33,369,Natural,Low,1
24 March,Poaching,45,338,Human Made,Low,9
24 March,Overgrazing,18,539,Human Made,Medium,4
24 March,Overgrazing,34,570,Human Made,High,4
24 March,Lightning,36,242,Natural,High,1
24 March,Pollution,9,101,Human Made,Low,1
24 March,Storm,10,482,Natural,High,4
24 March,Pollution,15,266,Human Made,Medium,8
24 March,Landslide,49,31,Natural,Low,4
24 March,Overgrazing,43,580,Human Made,High,9
24 March,Earthquake,28,325,Natural,High,1
24 March,Fire,18,533,Natural,High,4
24 March,Pollution,23,75,Human Made,Low,4
24 March,Overgrazing,2,74,Human Made,Medium,8
24 March,Storm,38,657,Natural,Low,1
24 March,Fire,49,250,Natural,Medium,6
24 March,Storm,14,346,Natural,Medium,1
24 March,Earthquake,35,576,Natural,Medium,6
24 March,Poaching,13,201,Human Made,High,8
24 March,Fire,7,195,Natural,High,8
24 March,Poaching,5,117,Human Made,Low,3
24 March,Pollution,1,592,Human Made,Low,1
24 March,Landslide,39,227,Natural,Low,10
24 March,Fire,5,648,Natural,Medium,7
24 March,Fire,44,519,Natural,Low,5
24 March,Overgrazing,11,433,Human Made,High,10
24 March,Storm,42,46,Natural,Medium,10
24 March,Lightning,42,98,Natural,Medium,4
